,id,text,hashtags,ron,religion,social_spheres,sentiment
59,1534113576000307201,"@Riseupmovt @gracy_ssanyu It's not a religion or a god's request.
I just want you to know the truth. I want you to realize that your freedom and your future are being taken away. Everything you've done comes back to you. We are all alive on this earth.
I want to live in the future.
https://t.co/wiguBATAv7",,,,,
60,1534113566592212992,"@__huzaifa_ @ihaideralikhan @abhijitmajumder Lol, follow what's happening in kashmir and other riots engineered by ur brethren in india.u r living in wonderland. Btw what are lashkar e tayba, Indian Mujahideen, jaish e Mohammad? To which religion they belong?",,,,,
61,1534113553543704576,@OmerGhazi2 all those are religious extremist.  However we need to ask ourselves the kind of hate mongering was going on was that good for India ? We were mocking each other’s religion and hate abuses were being directed towards own citizens.The government was mute &amp; deliberately allowing it,,,,,
62,1534113551543050240,"We do not tease anyone's religion or belief, but we can not tolerate anyone who's blasphemy of our Prophet Muhammad PBUH.
#گستاخیِ_رسول_اللہﷺ_نامنظور https://t.co/J15HYMDz6i",گستاخیِ_رسول_اللہﷺ_نامنظور,,,,
63,1534113540369436672,He needs to recheck the treaties signed upto the immigration one that makes him break the one protecting indiginus peoples rights to religion culture needs to be honoured. https://t.co/K15T1bvZ14,,,,,
64,1534113518177374208,"@Abdulla_Alamadi It is a shame to let the matter pass without being held accountable, even as it is shameful to leave the likeness of this rude person who paints his excrement on his forehead and utters the purest of creation and our religion.",,,,,
65,1534113508727656448,"If our faith or our religion does not help us in the conditions we are in, we have either a further struggle to go through, or we had better abandon that faith and religion. — Oswald Chambers",,,,,
66,1534113497918984194,MY RELIGION https://t.co/AyEKvShxvj,,,,,
67,1534113493514866688,"@laurenboebert I think church ⛪️ not a right place. If your child starts his or her childhood with a lie like 🎅 which is prover you all of you, is not a true religion. Jesus PBUH said worship his father not him. So Allah SWT is creator of everything and worthy of worship",,,,,
68,1534113490985697280,"@ZarkyPage Religion will definitely be a factor.
Muslim-muslim ticket will not be for the unity and peace of Nigeria",,,,,
69,1534113476741832705,"@ShowerAbsolute @ellegist I think we should establish an ""it's not a religion unless there have been martyrs"" baseline and then see which of the Jedi or the Disney Adults want to step up.",,,,,
70,1534113456009678849,"@GeneralStaffUA It's not a religion or a god's request.
I just want you to know the truth. I want you to realize that your freedom and your future are being taken away. Everything you've done comes back to you. We are all alive on this earth.
I want to live in the future.
https://t.co/wiguBATAv7",,,,,
71,1534113450703474688,"#ProphetMuhammad bitter truth of islamic religion, and fun is that their followers are supporting that person https://t.co/E1pOUKIxH6",ProphetMuhammad,,,,
72,1534113426506665984,"@AskAnshul When we will say that this is not a religion , it is a sickness , a disease ! Cannot keep calling cancer a minor injury and expect it to be cured na !! https://t.co/aINUsxf1rq",,,,,
73,1534113422429782018,"1. The national debt that Uganda incurred in the previous decades has interests, which all Ugandans irrespective of their tribes &amp; religion are subjected to pay back. The payment period has started. This is why jaja tells us to tighten up our belts.",,,,,
74,1534113421314117747,Vestalia &amp; Needful Religion: a repost on Earth-centered spirituality &amp; why that's a pretty good idea these days... https://t.co/faiaeGfhGf,,,,,
75,1534113403102539777,"@pritipatel @BorisJohnson why are we constantly allowing religious extremists to bully and intimidate &amp; threat schools, cinemas or who ever else questions their religion?
Last time I checked we don't have blasphemy laws! @cineworld you've coward to a mob. Where were the police!?",,,,,
76,1534113399579320321,Peaceful religion https://t.co/DRo16oDj8k,,,,,
77,1534113396932497408,@ARanganathan72 You are so right Anand ji. Time and again it’s proved beyond doubt that Indian Hindus are fit to be ruled and they cannot be Rulers. Hindus as a community kept quite when Owasi jr blasted our gods and goddess not a whisper from Muslims.Islam as a religion cannot coexist it’s sad,,,,,
78,1534113391006064640,"Islam is a religion of peace and love

#BoycottIndia
#BoikotIndia https://t.co/8DQ88qMHEQ",BoycottIndia BoikotIndia,,,,
79,1534113388166426624,"@Fittestalien @MJALSHRIKA @OIC_OCI We totally don't support this person and against it but what about you on this do you support it if yes then we will be bound to support that person, everyone should respect everyone religion https://t.co/TMolCOT9OY",,,,,
80,1534113380692377601,"@FoxNews Am I missing something? 
Imagine: "". . . and no religion too.""",,,,,
81,1534113373885190145,"@UKRINFORM It's not a religion or a god's request.
I just want you to know the truth. I want you to realize that your freedom and your future are being taken away. Everything you've done comes back to you. We are all alive on this earth.
I want to live in the future.
https://t.co/wiguBATAv7",,,,,
82,1534113370336419840,"Rss gandus target Muslims religion
Where is the TRS government
Where is the RSS terrorists police https://t.co/2s9gIMsfZ0",,,,,
83,1534113364196089856,"I am Proud my Religion 
Because I am a Hindu. .,,,
🙏🙏🙏
#BoycottQatarAirways
#BoycottQatarAirways",BoycottQatarAirways BoycottQatarAirways,,,,
84,1534113362195402752,"Also, this is not a slight to all the wonderful Catholics in my life who actually see through this type of homophobia. It’s specifically aimed at these bigots who hide behind religion and use it, wrongly as they will agree, to justify their hatred and small-mindedness.",,,,,
85,1534113357124583424,@mandveabhishek @ashoswai In India people are killed for their food choices so India despite being democracy has a pathetic record for freedom of religion anyway.,,,,,
86,1534113354402258944,"@Farhan68020698 @iamrahul__7 @KhaledBeydoun Hindus have problems coz ur brethren r creating problems
World over take a look, u r in conflict with every religion",,,,,
87,1534113352649101312,"295B is the need of the hour. I know it's not gonna happen under NaMo. 
Atleast use 295A @BJP4India @HMOIndia @AmitShah. Demonstrate your commitment that you won't tolerate insult to any religion.
@_sabanaqvi @MahuaMoitra &amp; @EconomicTimes are fit cases for their Shivling jokes. https://t.co/y1BAsY6l4K",,,,,
88,1534113349893496833,"@graphic914 @laurenboebert It can be in school so long as its taught along side other religions such as Norse, Greek, Egyptian, Shinto, Buddhism etc religion classes should be about debate on theology not dogmatic belief.",,,,,
89,1534113348236845058,"""If you are emotionally attached to your tribe, religion or political leaning to the point that truth and justice become secondary considerations, your education is useless

Your exposure is useless. If you cannot reason beyond petty sentiments, you are a liability to mankind""",,,,,
90,1534113340032978944,#ISupportTejasviSurya dear @Tejasvi_Surya you are absolutely right islam is the religion of violence he teaches voice to his followers from the reference of quran and hadees,ISupportTejasviSurya,,,,
91,1534113335850872832,"@MahuaMoitra The one who was given protection did not say anything wrong. He has highlighted the truth so he has faced the wrath of the special community. You are supporting that https://t.co/T4DnO5GVK4 Gyanbapi, did Muslims protest against Shivling for insulting Hindu religion? Are you hindu",,,,,
92,1534113326312984581,"Rss gandus target Muslims religion
Where is the TRS government
Where is the RSS terrorists police https://t.co/Sy08624Mub",,,,,
93,1534113324379820032,"@radiosvoboda It's not a religion or a god's request.
I just want you to know the truth. I want you to realize that your freedom and your future are being taken away. Everything you've done comes back to you. We are all alive on this earth.
I want to live in the future.
https://t.co/wiguBATAv7",,,,,
94,1534113306025177088,@AskAnshul The most peaceful religion,,,,,
95,1534113305039618049,@PracticalBedlam You did nothing wrong. This evolves science not religion,,,,,
96,1534113305014374400,"@TajinderBagga @Uppolice @AskAnshul making disgusting remarks on my hindu religion is not considered a crime???
Nor anybody is uniting against that cheap person...Sir I sometimes feel helpless",,,,,
97,1534113293736243200,"@MhmdAlissa Dear @MhmdAlissa , first teach muslims how to respect other religion and their gods, they continuously call our god fountain so what you expect the reaction.",,,,,
98,1534113284638617607,"@MarshaBlackburn What about the phony devout Catholics Joe Biden and Nancy Pelosi…talk about a misrepresentation of a religion, there they are!",,,,,
99,1534113278426697728,When I sleep I feel that I should play with clouds while I dream of a dimension where peace is a religion,,,,,
